Invoice Number,Date Sale,Time Sale,Product,Quantity,Unit Price,Total Sale,Payment Method,Seller,Discounts,Taxes,Notes,Remaining Stock,Category_Cigarettes,Category_Drinks,Category_Others,Category_Candies
7105-477,2024-08-06,20:39:05.845067,Water,5,17.33,86.65,Credit Card,Seller B,2.63,13.86,Note 2,37,0.0,1.0,0.0,0
1916-607,2024-08-06,20:39:05.845067,Water,14,3.57,49.98,Bank Transfer,Seller B,6.79,8.0,Note 1,78,0.0,1.0,0.0,0
1100-375,2024-07-26,20:39:05.845067,Juice,17,13.79,234.43,Bank Transfer,Seller D,70.14,37.51,Note 3,39,0.0,1.0,0.0,0
2850-949,2024-07-10,20:39:05.845067,Cigarette Lighter,11,12.0,132.0,Bank Transfer,Seller B,16.8,20.66,Note 4,34,0.0,0.0,1.0,0
4367-113,2024-08-30,20:39:05.845067,Marlboro,11,13.0,143.0,Credit Card,Seller C,0.31,13.27,Note 4,72,1.0,0.0,0.0,0
8656-777,2024-07-01,20:39:05.845067,Cookies,18,18.38,330.84,Credit Card,Seller D,76.18,52.93,Note 1,50,0.0,0.0,0.0,0
8947-149,2024-07-08,20:39:05.860692,Water,17,7.29,123.93,PayPal,Seller D,23.95,19.83,Note 1,14,0.0,1.0,0.0,0
9399-702,2024-08-12,20:39:05.860692,Toilet Paper,13,18.69,242.97,Credit Card,Seller A,54.25,38.88,Note 1,18,0.0,0.0,1.0,0
7146-439,2024-08-27,20:39:05.860692,Water,10,14.31,143.1,Bank Transfer,Seller B,11.18,22.9,Note 2,60,0.0,1.0,0.0,0
5206-494,2024-08-06,20:39:05.860692,Beer,20,5.05,101.0,Bank Transfer,Seller C,15.36,16.16,Note 2,30,0.0,1.0,0.0,0
5083-582,2024-07-11,20:39:05.860692,Juice,16,19.86,317.76,Cash,Seller B,49.49,50.84,Note 1,87,0.0,1.0,0.0,0
1237-151,2024-07-09,20:39:05.860692,Lucky Strike,2,11.0,22.0,Cash,Seller A,0.77,1.52,Note 2,91,1.0,0.0,0.0,0
2907-726,2024-07-07,20:39:05.860692,Magazine,20,10.53,210.6,Bank Transfer,Seller A,13.67,33.7,Note 2,68,0.0,0.0,1.0,0
5007-117,2024-08-25,20:39:05.876313,Candies,13,7.96,103.48,Credit Card,Seller C,1.69,16.56,Note 4,18,0.0,0.0,0.0,0
8521-954,2024-08-14,20:39:05.876313,Chewing gums,2,12.29,24.58,Credit Card,Seller D,0.16,3.93,Note 4,61,0.0,0.0,0.0,0
4270-636,2024-07-25,20:39:05.876313,Water,14,5.42,75.88,PayPal,Seller C,6.33,12.14,Note 1,77,0.0,1.0,0.0,0
7043-898,2024-07-27,20:39:05.876313,Chewing gums,8,9.01,72.08,Cash,Seller C,2.39,11.53,Note 3,51,0.0,0.0,0.0,0
8957-221,2024-08-26,20:39:05.876313,Lucky Strike,5,11.0,55.0,PayPal,Seller C,16.18,10.29,Note 3,85,1.0,0.0,0.0,0
2146-594,2024-08-10,20:39:05.876313,Chewing gums,18,15.44,277.92,Cash,Seller B,42.2,44.47,Note 3,45,0.0,0.0,0.0,0
2304-501,2024-07-19,20:39:05.876313,Beer,19,1.97,37.43,Cash,Seller C,7.74,5.99,Note 1,17,0.0,1.0,0.0,0
2044-313,2024-07-27,20:39:05.876313,Marlboro,17,13.0,221.0,Credit Card,Seller D,9.38,16.27,Note 1,32,1.0,0.0,0.0,0
5439-136,2024-07-05,20:39:05.891946,Magazine,11,2.57,28.27,Bank Transfer,Seller D,0.64,4.52,Note 1,13,0.0,0.0,1.0,0
1547-160,2024-08-23,20:39:05.891946,Water,17,18.93,321.81,PayPal,Seller C,16.46,51.49,Note 4,56,0.0,1.0,0.0,0
1259-836,2024-08-05,20:39:05.891946,Water,19,7.29,138.51,PayPal,Seller A,7.79,22.16,Note 1,94,0.0,1.0,0.0,0
5982-629,2024-08-21,20:39:05.891946,Chocolate,18,14.34,258.12,PayPal,Seller A,24.08,41.3,Note 2,61,0.0,0.0,0.0,0
5354-525,2024-08-23,20:39:05.891946,Marlboro,11,13.0,143.0,PayPal,Seller C,28.11,32.68,Note 1,46,1.0,0.0,0.0,0
8542-615,2024-07-01,20:39:05.891946,Magazine,4,4.34,17.36,Bank Transfer,Seller A,3.53,2.78,Note 2,9,0.0,0.0,1.0,0
7644-364,2024-07-30,20:39:05.891946,Marlboro,20,13.0,260.0,Credit Card,Seller D,5.8,63.84,Note 2,40,1.0,0.0,0.0,0
6091-556,2024-07-12,20:39:05.891946,Beer,5,14.06,70.3,Cash,Seller C,15.75,11.25,Note 2,33,0.0,1.0,0.0,0
5017-247,2024-08-20,20:39:05.907556,Chewing gums,15,13.84,207.6,Cash,Seller B,60.33,33.22,Note 2,98,0.0,0.0,0.0,0
6819-870,2024-08-17,20:39:05.907556,Marlboro,15,13.0,195.0,Cash,Seller C,22.84,13.18,Note 2,74,1.0,0.0,0.0,0
8277-370,2024-08-27,20:39:05.907556,Magazine,12,2.42,29.04,Bank Transfer,Seller D,7.3,4.65,Note 2,44,0.0,0.0,1.0,0
9816-574,2024-07-20,20:39:05.907556,Candies,19,5.21,98.99,Credit Card,Seller B,23.36,15.84,Note 4,16,0.0,0.0,0.0,0
6328-581,2024-08-01,20:39:05.907556,Lucky Strike,14,11.0,154.0,PayPal,Seller A,4.65,28.81,Note 3,23,1.0,0.0,0.0,0
1840-117,2024-07-24,20:39:05.907556,Camel,10,17.0,170.0,Cash,Seller B,0.92,4.58,Note 1,7,1.0,0.0,0.0,0
5142-374,2024-07-10,20:39:05.907556,Water,16,10.72,171.52,Credit Card,Seller B,19.77,27.44,Note 1,82,0.0,1.0,0.0,0
3382-192,2024-07-21,20:39:05.907556,Marlboro,7,13.0,91.0,Bank Transfer,Seller B,10.48,20.63,Note 3,50,1.0,0.0,0.0,0
5042-692,2024-07-01,20:39:05.907556,Chocolate,10,2.82,28.2,PayPal,Seller D,1.09,4.51,Note 4,27,0.0,0.0,0.0,0
2792-602,2024-08-28,20:39:05.923190,Chocolate,19,10.24,194.56,Cash,Seller C,25.42,31.13,Note 1,17,0.0,0.0,0.0,0
2044-975,2024-07-31,20:39:05.923190,Chewing gums,5,15.46,77.3,Bank Transfer,Seller A,7.19,12.37,Note 4,71,0.0,0.0,0.0,0
6538-803,2024-07-22,20:39:05.923190,Marlboro,13,13.0,169.0,PayPal,Seller A,2.56,22.73,Note 2,7,1.0,0.0,0.0,0
2929-304,2024-07-08,20:39:05.938817,Chocolate,2,10.9,21.8,Bank Transfer,Seller B,2.8,3.49,Note 4,55,0.0,0.0,0.0,0
9174-844,2024-07-10,20:39:05.938817,Soda,16,18.81,300.96,Bank Transfer,Seller A,85.53,48.15,Note 2,61,0.0,1.0,0.0,0
3681-841,2024-08-02,20:39:05.938817,Soda,18,4.53,81.54,Cash,Seller D,23.3,13.05,Note 3,90,0.0,1.0,0.0,0
9623-221,2024-07-28,20:39:05.938817,Chewing gums,20,17.08,341.6,Cash,Seller D,102.25,54.66,Note 3,95,0.0,0.0,0.0,0
8884-128,2024-07-05,20:39:05.938817,Chocolate,18,11.81,212.58,PayPal,Seller A,36.56,34.01,Note 2,65,0.0,0.0,0.0,0
9899-839,2024-08-16,20:39:05.938817,Cookies,8,17.6,140.8,PayPal,Seller C,37.9,22.53,Note 4,28,0.0,0.0,0.0,0
9101-755,2024-07-27,20:39:05.938817,Cigarette Lighter,16,12.0,192.0,Bank Transfer,Seller C,56.16,30.16,Note 3,35,0.0,0.0,1.0,0
9794-943,2024-07-18,20:39:05.938817,Chewing gums,2,3.94,7.88,Cash,Seller A,1.71,1.26,Note 3,59,0.0,0.0,0.0,0
2186-791,2024-08-27,20:39:05.938817,Water,2,15.03,30.06,Bank Transfer,Seller D,3.09,4.81,Note 1,75,0.0,1.0,0.0,0
7921-629,2024-08-09,20:39:05.954443,Chewing gums,16,3.32,53.12,Cash,Seller A,12.0,8.5,Note 1,97,0.0,0.0,0.0,0
5502-891,2024-08-01,20:39:05.954443,Candies,16,13.94,223.04,PayPal,Seller D,11.56,35.69,Note 3,37,0.0,0.0,0.0,0
2026-254,2024-08-06,20:39:05.954443,Lucky Strike,4,11.0,44.0,PayPal,Seller A,4.96,3.55,Note 4,61,1.0,0.0,0.0,0
3686-389,2024-07-20,20:39:05.954443,Soda,2,1.39,2.78,Cash,Seller A,0.32,0.44,Note 2,78,0.0,1.0,0.0,0
2572-277,2024-07-31,20:39:05.954443,Cigarette Lighter,6,12.0,72.0,Bank Transfer,Seller D,17.64,12.45,Note 3,3,0.0,0.0,1.0,0
1327-611,2024-08-13,20:39:05.954443,Cigarette Lighter,3,12.0,36.0,Credit Card,Seller A,6.58,8.8,Note 3,37,0.0,0.0,1.0,0
3917-845,2024-08-21,20:39:05.954443,Magazine,14,6.23,87.22,Credit Card,Seller C,9.72,13.96,Note 1,9,0.0,0.0,1.0,0
1897-422,2024-07-20,20:39:05.970066,Chewing gums,13,7.57,98.41,Bank Transfer,Seller D,13.57,15.75,Note 3,25,0.0,0.0,0.0,0
4636-682,2024-08-27,20:39:05.970066,Water,2,8.52,17.04,PayPal,Seller C,3.69,2.73,Note 4,22,0.0,1.0,0.0,0
6086-203,2024-07-19,20:39:05.970066,Chocolate,2,19.34,38.68,Bank Transfer,Seller C,8.87,6.19,Note 2,93,0.0,0.0,0.0,0
4423-859,2024-08-30,20:39:05.970066,Chocolate,18,19.45,350.1,Credit Card,Seller D,82.48,56.02,Note 4,20,0.0,0.0,0.0,0
3350-758,2024-07-04,20:39:05.970066,Toilet Paper,18,13.42,241.56,Credit Card,Seller C,25.69,38.65,Note 2,17,0.0,0.0,1.0,0
5787-501,2024-07-27,20:39:05.970066,Cookies,10,12.62,126.2,PayPal,Seller A,10.25,20.19,Note 4,93,0.0,0.0,0.0,0
5587-873,2024-08-05,20:39:05.985695,Magazine,17,3.15,53.55,PayPal,Seller A,7.06,8.57,Note 4,6,0.0,0.0,1.0,0
8414-229,2024-08-01,20:39:05.985695,Soda,5,16.14,80.7,Cash,Seller B,17.52,12.91,Note 3,73,0.0,1.0,0.0,0
1373-783,2024-07-22,20:39:05.985695,Soda,2,3.27,6.54,Bank Transfer,Seller D,1.31,1.05,Note 1,33,0.0,1.0,0.0,0
4436-423,2024-07-02,20:39:05.985695,Water,5,5.4,27.0,Bank Transfer,Seller A,2.21,4.32,Note 2,83,0.0,1.0,0.0,0
1319-908,2024-07-16,20:39:05.985695,Water,1,15.05,15.05,Cash,Seller B,2.05,2.41,Note 2,55,0.0,1.0,0.0,0
1906-195,2024-08-21,20:39:05.985695,Soda,15,2.9,43.5,PayPal,Seller A,5.77,6.96,Note 1,40,0.0,1.0,0.0,0
1360-165,2024-08-29,20:39:05.985695,Toilet Paper,1,10.79,10.79,Credit Card,Seller D,0.02,1.73,Note 2,35,0.0,0.0,1.0,0
7188-241,2024-08-05,20:39:06.001317,Cookies,6,13.4,80.4,Cash,Seller D,22.7,12.86,Note 4,69,0.0,0.0,0.0,0
4843-932,2024-07-16,20:39:06.001317,Chocolate,2,9.52,19.04,Bank Transfer,Seller C,1.89,3.05,Note 4,63,0.0,0.0,0.0,0
2497-276,2024-07-16,20:39:06.001317,Juice,9,18.79,169.11,Cash,Seller A,33.09,27.06,Note 3,100,0.0,1.0,0.0,0
5439-943,2024-07-08,20:39:06.001317,Chewing gums,14,2.45,34.3,Bank Transfer,Seller B,6.61,5.49,Note 4,27,0.0,0.0,0.0,0
7847-917,2024-08-20,20:39:06.001317,Camel,3,17.0,51.0,Bank Transfer,Seller A,1.41,0.96,Note 4,42,1.0,0.0,0.0,0
4448-883,2024-07-06,20:39:06.001317,Marlboro,19,13.0,247.0,Bank Transfer,Seller B,2.29,41.01,Note 4,6,1.0,0.0,0.0,0
5743-977,2024-08-26,20:39:06.001317,Cigarette Lighter,15,12.0,180.0,Credit Card,Seller A,74.38,41.95,Note 2,87,0.0,0.0,1.0,0
3955-746,2024-07-30,20:39:06.001317,Magazine,8,8.83,70.64,Cash,Seller A,19.89,11.3,Note 3,14,0.0,0.0,1.0,0
8100-246,2024-07-20,20:39:06.016943,Candies,2,4.79,9.58,Credit Card,Seller D,0.31,1.53,Note 4,2,0.0,0.0,0.0,0
7117-608,2024-07-13,20:39:06.016943,Magazine,9,10.5,94.5,Bank Transfer,Seller B,16.92,15.12,Note 3,41,0.0,0.0,1.0,0
3460-634,2024-08-04,20:39:06.016943,Lucky Strike,12,11.0,132.0,PayPal,Seller D,22.72,34.23,Note 4,1,1.0,0.0,0.0,0
7388-755,2024-07-04,20:39:06.016943,Toilet Paper,20,18.66,373.2,Credit Card,Seller A,52.38,59.71,Note 2,9,0.0,0.0,1.0,0
1024-645,2024-07-23,20:39:06.016943,Magazine,14,15.76,220.64,PayPal,Seller C,60.66,35.3,Note 1,17,0.0,0.0,1.0,0
1260-120,2024-08-03,20:39:06.032567,Marlboro,5,13.0,65.0,Credit Card,Seller C,10.73,6.82,Note 4,2,1.0,0.0,0.0,0
9943-811,2024-08-23,20:39:06.032567,Water,10,18.66,186.6,Bank Transfer,Seller D,0.99,29.86,Note 2,32,0.0,1.0,0.0,0
7975-161,2024-08-10,20:39:06.032567,Camel,13,17.0,221.0,Bank Transfer,Seller C,42.47,36.52,Note 3,51,1.0,0.0,0.0,0
5409-573,2024-08-17,20:39:06.032567,Camel,19,17.0,323.0,PayPal,Seller D,86.45,53.38,Note 4,36,1.0,0.0,0.0,0
6356-182,2024-07-23,20:39:06.032567,Water,19,3.08,58.52,Bank Transfer,Seller A,10.14,9.36,Note 3,7,0.0,1.0,0.0,0
6400-291,2024-08-03,20:39:06.032567,Toilet Paper,5,14.51,72.55,Bank Transfer,Seller B,2.89,11.61,Note 4,5,0.0,0.0,1.0,0
3874-335,2024-08-19,20:39:06.048192,Cookies,14,18.42,257.88,Cash,Seller C,61.38,41.26,Note 2,22,0.0,0.0,0.0,0
7868-179,2024-07-03,20:39:06.048192,Cookies,1,16.45,16.45,Bank Transfer,Seller D,0.84,2.63,Note 3,81,0.0,0.0,0.0,0
2114-833,2024-08-30,20:39:06.048192,Toilet Paper,11,2.06,22.66,PayPal,Seller C,3.07,3.63,Note 2,89,0.0,0.0,1.0,0
3814-222,2024-07-04,20:39:06.048192,Beer,19,10.81,205.39,PayPal,Seller A,13.75,32.86,Note 2,34,0.0,1.0,0.0,0
4440-401,2024-07-01,20:39:06.048192,Juice,13,8.02,104.26,PayPal,Seller C,20.41,16.68,Note 2,90,0.0,1.0,0.0,0
3125-727,2024-07-11,20:39:06.048192,Chewing gums,3,14.53,43.59,Credit Card,Seller C,7.29,6.97,Note 2,72,0.0,0.0,0.0,0
4347-118,2024-07-30,20:39:06.048192,Camel,5,17.0,85.0,Bank Transfer,Seller C,10.18,8.13,Note 2,50,1.0,0.0,0.0,0
